text,sentiment
@Nowhere_Man18 Jajajaja #TrendelMamedonde? XD pero puede ser por algo es #TernuritaBeibiOfLight y asim jsjsjs.,Positive
Tengo ese presentimiento bueno.,Negative
Malditas y asquerosas indirectas en Facebook ya nada más les falta la etiqueta. De nada.,Negative
Al fin que ni lo quería... no la verdad si lo quiero :'( :'( :'(,Negative
Somewhere not here,Neutral
"#JunioConJDe Joder....con tanta noticia deprimente en todo Mex., y cero compromiso de mejora continua.",Neutral
Obvio no mamá ni que me anduviera durmiendo en la calle.,Neutral
"Si tu novio te deja en ""visto"", no hay pedo, yo te desvisto.",Negative
No vamos a tiro por qué... Me volví a lastimar el brazo.  ??????,Neutral
"Cuando pensé que ya había visto todo, encontré ""Confesiones y amores secretos IPN"" en Facebook.",Neutral
Que si que no..  Que estoy muerta!!!!  Pero enormemente feliz. #TodosSomosPolitecnico,Negative
No quiero ser el Florentino de una Fermina.,Positive
Mi truco del chocolate funcionó muy bien. ?,Positive
"O publicas imágenes diciendo...  ""Y yo sin novio"" esperando a que te hagan la platica.  ??????",Negative
Tu vas de mal en peor.,Negative
"@leonvid7 Me gusta colombiana, me gustas tú. ??",Positive
Los conductores de noticias y mesas de discusión en TV mexicana Amordazados peor que un perro para hablar en vs de su gobierno.,Negative
@SoyNovioDeTodas esta bien. Contemos.,Negative
"A veces lo más atractivo del sexo es la antesala al mismo. Esa respiración agitada, las manos inquietas y las palabras susurradas.",Positive
@the_joker0891 ¿Por que odias admitirlo?,Negative
"@La_Sam no, era hasta necesario.",Neutral
Hay días que no necesitas todo más que las palabras correctas en la plática indicada para entender lo simple y complejo de todo.,Positive
Sabes que ya te da igual cuando si te manda mensajes bien y si no también.,Negative
Supongo que cuando te bañas sigues en whats todo el tiempo ?? jajaja.  ¬¬,Neutral
"@Gab_Bazan jajaja pero si la que se traumo con ""Ojala"" y casi llora cuando cantaron clavo que saca a otro clavo, inolvidable ese concierto.",Positive
"Ah si,  ya sólo me quedan 20 días para cumplir 20 años. 
Fin del comunicado.",Neutral
"@luizzrivazz Mito 2 jaja por lo menos en mi especialidad no, a las otras especialidades si se las llevan a playas sobre todo.",Neutral
Ya mejor que me llegue el correo que diga que me aceptaron y a la mirada todo lo demás. ??,Neutral
Aparte que la recuperación de mi brazo es muy buena. ??,Positive
Viste mi respuesta xD :3 xD pena mil,Positive
"Cuando se crea comisión investigadora en el legislativo, sintoma de carpetazo.",Negative
"@josearmandoaa Gracias x seguirme Brother, un abrazo y a denunciar lo que sabemos se puede mejorar. X el bien de todos.",Negative
@elizamarmar @PGJEM_Oficial Quien activa la alerta? Porque tanta Burro-cracia en @edomex.,Negative
Esas son mamadas!!!! Ahhh,Negative
Más días así!! #AmoLaLluvia,Positive
"@JoseCardenas1 En DF, ni @PGR ni @PF pueden vs cigarros piratas de dudosa calidad.",Neutral
@StarbucksMex ayer en el star del parque luis Urbina en la Roma DF el gerente de la tienda empujando para q le tomaran su orden,Neutral
Y entonces tienes un buen Viernes gracias a correos como este: :') http://t.co/W6aJxZ0If1,Negative
Desde que ya no leo el psicoanalista en la madrugada duermo bien.  ??,Neutral
@LoadCoaster Oww :3 felices 20 a mi! Jajaja gracias Portuguez papá de mis futuros bastardos.  Te quiero.. Pero no te sientas mucho jaja.  ??,Negative
#NowPlaying Friends - Ed Sheeran... Así justo así me siento. http://t.co/P8NnI5268T,Positive
@lasalmona #VolverAEmpezar,Positive
Juegatela Karla no hay nada que perder y mucho que ganar.  ??,Positive
@tekilacha Incubus! \o/,Neutral
Organizando la expointernacionalcerrajera.,Neutral
@ari_galaz vamos!!! Llévame please!!! :D este sábado?? :D,Neutral
@Abath_Comans imperialista,Positive
"Estudié la prepa en el tec, soy un pinche imperialista.",Negative
Interpol - C'mere: http://t.co/juQIKcUzoI Publicare canciones aqui por que ya puse en fb no puedo dormir y mañana entro temprano :v bienahi.,Neutral
4 hrs entrenando después de no haber ido en un mes y sentir que ninguno de tus dos brazos te funciona ??????.,Neutral
"@luizzrivazz jajaja a '¿ESCOM? No,  que paso. Jaja si ustedes son los que más nos trollean.",Positive
No sé que me tiene peor ... si saber que ya viene la semana de exámenes y debo salvar dos materias o cuando la doctora dijo microcirugía.,Negative
A descansar y relajarnos con un @JimBeamMx para mañana la fiesta por acá tocando con @Nastygirlsmx http://t.co/WOh04J9UFZ,Positive
Ayotzinapa es la tragedia que despertó al país de su inexplicable resignación... #AccionGlobalporAyotzinapa,Negative
@troll_vago @ecatepec_unido @Alerta_Ecatepec Que paso? @eruviel_avila Donde esta la atención Ciudadana?,Neutral
"@lasillarota Gasto innecesario ante prioridades mas urgentes como inseguridad, desempleo, educación.",Negative
Los días son muy bonitos cuando me despierto y me encuentro con un pastelito que alguien vino a dejar :3,Positive
"Gro.,Tamps.,Ver.,Mich.,Son.,Sin.,Dur.,Edomex.,DF, Mor.,NL.,SLP, Jal.,Zac, Nay, y otros Edos. donde el periodista esta al borde de la muerte.",Neutral
Prefiero besarte que escribirte. @Sarahi_Grr,Positive
"@Reptar_Vejoz Hola :) pues en muchas cosas desde como saludas y cosas asi yo creo. Gracias, igual bonito día.",Positive
A tu laíto :3 http://t.co/9J8Tn0xBFV,Positive
@Osochf ese Hulk le pegó con el cuuuuuu!,Positive
"Yo por eso ayudo a los bueyesitos a ir al cielo degustando sus costillitas, cabezita y demás, soy altruista! ?? http://t.co/ByHaduuN4a",Positive
@dian_i_ta Exaaaactooo si ya tenemos que hacer algo. Urgeeeee :v,Positive
@lamontana #Volveraempezar,Positive
http://t.co/f6PNGCrpR2,Positive
"@LSDeadHors más de 100 años de la rev y seguimos igual, si esta cabrón más ahora que la gente vive tan alienada no es como el 68 o por el...",Negative
¿Por qué mis dedos siguen hinchados desde el jueves? ??,Neutral
El hombre más sensual tenía que cumplir años en el mismo mes que yo.  Felicidades @juligan008  ????,Positive
"Aquí NO trajo nada Santa/PapáNoel (cómo sea!), más bien se llevo lo que pudo! ?? #byebyEXbox. http://t.co/JVboi9AHsn",Positive
Tu equipo Bimbo @lyvela... ??,Positive
@JennifSandoval hola Jlo me puedes dar un numero para localizarte :-)  gracias.,Positive
Haber chavo tú eres el que tiene que buscarme no yo a ti. Lo dice en la constitución.,Neutral
"A dormir amigos, mañana los saludo desde LA. Seguiremos luchando por un Mexico de participación Ciudadana responsable.",Neutral
#Thomas #Müller anda en plan grande. Es una Bestia.,Neutral
@dian_i_ta Uno que no choque xD bueno me parece esa idea :) si como ese día con el rancho y el licor todo caliente :v haha,Positive
Me gustaría un monton dejar de pensar en ti.,Neutral
@isabella_conZ okeey :3,Positive
El Gobierno que trabaja y logra en Grande tiene obras inconclusas por todos lados lados y los medios censurados. http://t.co/m5jOpU11Jw,Negative
"@the_joker0891 jajaja me hiciste reír mucho, pero es la realidad. Una canción deja de ser buena cuando cualquiera la escucha.",Positive
"@3_0Cesar Sin prestaciones de ley, y trabajando como esclavos....Viva Mexico.",Neutral
@sergevela jajaja provecho!!!,Positive
@AtzelMz no te voy a enviar la revancha eh porqué estoy muy ardida por ganarme 7.7,Positive
@Anilunas muy bien y tú?,Positive
"La pieza final del rompecabezas de mi felicidad. ???
Los más posadores :3 jajaja @ Mi felicidad http://t.co/WaZs8JGtQ6",Positive
Pero mira lo perfecta que es la vida pues ahora te tengo enfrente yo jamás te soltaré. &lt;3 @ Mi felicidad http://t.co/kyfvZ8Z9wX,Positive
Becho? @ Mi felicidad http://t.co/XMRKN2DCXo,Positive
@jsmnX cambiar paradigmas está cabrón,Negative
Hay algo en tu voz que me seduce y me hace sentir como si estuvieras a lao' mio y se que tu sientes lo mismo que yo :3,Negative
"Hoy tome una decisión importante...

¡Aprendere a tocar el bajo! &lt;3",Neutral
Semana y media de cumplir años y pues ya no quiero :v,Neutral
@LeonardoAD_ esta muy fea esta situasituación :'( pero ni pedo a darle!,Negative
@Nowhere_Man18 Pues tal parece que para alla voy y con más puta historia :v,Negative
Sigo peda :'(,Neutral
Algo tenias que mejorar el día :3,Neutral
Cosas chidas y la NFL con mi papá :3,Positive
Que en esta vida ya no quiero otros besos y cada día tú me das tu total. ?? http://t.co/oYAf45Q0oM,Negative
"Somos lo que somos al final cada quien escogió su madera y aunque tenga tanto para dar, no es suficiente para que quieras .",Positive
JA JA JA ??,Positive
"@luizzrivazz jajaja bueno si también, pero es que ustedes son todo un caso. Jajaja",Positive
"Eran licuados pre concierto... Ni crean que era pulque, ni crean. @ Bellas Artes http://t.co/jOG1cGYC0r",Neutral
Dentro de 7 días faltarán 2 meses para ver a LOL ??.,Neutral
Estoy a 7 días de pisar los 20 años.  ??,Negative
@Gab_Bazan que estoy triste.. Paty Cantu... Que ya me voy a armar de valor... Paty Cantu jajaja uy viene Love of Lesbian ?? si nos matamos.,Positive
?? http://t.co/Jm1RMv3Bjz,Positive
http://t.co/Dvoec0kN4E que pinche cancion?,Positive
@FedericoArreola botella de vino de mil pesos?,Positive
"Comparto algunas fotos del nuevo acuario del DF, impresionante y atractivo. http://t.co/8kDh0YeHjK",Neutral
Con Todo El Scratch Du Oro'????,Positive
Si todo sale chido el Lunes tendre mi primer tatuaje. Que emoción :3,Positive
"Toffee nut, mi amor verdadero ????",Negative
"El transporte público contamina más que los autos ""viejos"" 
#NoAlHoyNoCirculaSabatino",Negative
@Miguelangel2357 también jeje,Positive
El tiempo que estooooy contigo es mi tesoro...????,Positive
"Sinceramente sería tan bueno tocarte, pero es inútil tu cuerpo es de látex...",Negative
Que buen dia neta gracias :3 @LaPostModerna ? y @rogerbaudelaire  ? los amo!!!,Negative
@_PeyriDoherty Por Culeyri xD,Positive
@Nowhere_Man18 hahahaha beffe muchas veces estamos en la misma situación te das cuenta :v,Negative
"@bebo_tonayan Y es un ""Jajaja neta se creen autónomos, jajaja"" o algo :v",Negative
"Somos hojas en el viento, juntos más alto subimos.  ??",Positive
Si tu magia ya no me hace efecto... ¿Cómo voy a continuar?,Positive
Adivinen quien vuelve a tiro con arco hoy.  ????,Neutral
Dime que es muy fuerte y que nos va a durar...,Neutral
¿Ya puedo seguir con el olor a mar en la nariz?,Positive
??????,Positive
Muuuuy buen partido el #URU vs #ENG,Neutral
Neta antes de hacer conjeturas conozcan a las personas un poquito nunca sabes que tan hipócritas pueden ser :v,Negative
@_kushelevich  ¡Seguro es tu caso!?? http://t.co/y8SEqp4I7P,Positive
"Que dificil es decirle ""Hola"" a quien quisieras decirle ""Vete a chingar a tu madre"".",Negative
"@SoyNovioDeTodas Las mismas preguntas me hago yo todas las noches,, a lo mejor hay mucho trafico o un choque, en estos tiempos todo pasa.",Negative
"@JoseCardenas1 Si en su cuaderno de borrrador, la realidad dice lo contrario.",Positive
@3_0Cesar En Mexico mueren miles al año y el Gob. No actua vs el comercio de cigarros ilegales en muchos estados.,Negative
"Traigo una puta cruda, de tantas alitas. FUCK!",Negative
@lupizlovelove eres la tuitera cumpleañera más guapa del mundo ?? Loveyatoques ????,Negative
Organizando pedas since el vientre de mi mamá. Jajajajaja.,Neutral
@Lacalacazombie Ah ya pues según aca es la bienvenida y clases bien :v que popo haha,Positive
"Maybe si quiero vomitar, lololololololol.",Neutral
El amor perruno de mi vida.  ?? http://t.co/A6jQhJcTGz,Positive
Gracias comunicación asertiva por existir.  ??,Negative
@leonvid7 Gracias a tu desprecio ahora sé lo que es llorar por dentro ????,Neutral
Y hoy toda la EST preocupada porque no aparece.,Negative
"@luizzrivazz Alimentos y bebidas,  Hotelería y agencia de viajes.",Neutral
Escuchando a Alejandro Fernández a la 1 am.  Porqué AY  ??,Positive
@Gab_Bazan ¿me extrañas? :3,Neutral
Que empiecen devolviendo las instalaciones deportivas por fi. ??,Negative
@Gab_Bazan *pide que quiten a los de AyB * ??,Positive
La comunicación asertiva cuando dos personas se conocen lo es todo.,Negative
Y mientras tu te emborrachas a lo estúpido yo avanzó 4 capítulos.,Negative
@adiazpi @MontanusFotoVid Yo menos...son una carga pesada e injustificable para la miseria que vive el país.,Negative
Con ganas de un pulque de sabor #PazYAmor,Neutral
La iglesia católica mexicana que dice defender la vida humana enmudeció ante tragedia de #GuarderiaABC Mexico indignado x injusticia.,Negative
@marisolgase @elvicioteatro @epigmenioibarra @JohnMAckerman @erendiritas Donde se ubica?,Neutral
Me siento como una alcancía :(,Neutral
Tu y tus pulques .l.,Positive
Mañana a ver al ame!????,Positive
"Que se investigue, inedita renuncia en el @edomex de varios altos funcionarios. Obras sin concluir por todos lados. http://t.co/FUYTNkNOlm",Negative
"Con dos pesos en mi bolsa, mañana parto a Baja California, vamos a ver que nos espera.",Positive
@Sarahi_Grr A TODOS. FIN. &lt;3,Positive
¿Por qué me gustas tanto? ...  ??,Positive
"Llegaste para quedarte,  lo siento en las venas.",Positive
Y en seguida te van a llover solicitudes de amistad ja ja ja PATETICA.,Positive
... ¿Qué sigue ahora? Salvar el semestre.,Negative
"Nueva técnica para tirar=moretones en nueva parte del brazo.  ??
Casual.",Neutral
De las cosas más bonitas de la marcha y los esimios mostrándonos su amor a las de turismo. ?? http://t.co/h15XLWsl4o,Neutral
@LoadCoaster que tu seas de lo peor y vayas solo para que yo no tenga amiguitos en tiro es otra cosa eh 7',Negative
“@korno: Tu seguridad durante una marcha pacífica. #YaMeCanse? http://t.co/C55mkTqm10”,Neutral
"Creo menos de la mitad cuando anuncia sus obras y acciones el (Gobierno Que ""Trabaja"" y logra en grande). Apoyen y den RT, están de acuerdo?",Neutral
"@ViaCiudadana @Fredy_Monterrey @CongresoNL Vamos NL no bajen los brazos, ciudadanos apoyamos.",Neutral
Promotores de @SEDESOL_mx en alto riesgo al arribar a comunidades marginadas donde actua el narco.,Neutral
Ya quiero que sea sabado a las 3 am :v,Positive
@Neko_X3 jajajjaajjajajaja calma xD,Neutral
"@Neko_X3 hahaha we te juro que la sacaba sin pedos si no tuviera ya compromisos ""familiares"" ya sabes :v",Positive
"Es bien extraño volver a sentir ""mariposas en el estómago"", netaaaa :v",Neutral
"‘¿Sex Sells?’: Cinco películas donde el sexo sí desarrolla la trama

http://t.co/IBL3H2unpD",Neutral
¿Lucharán en contra del heteropatriarcado?,Negative
Ya me acorde por que siempre quise ser niño y no solo era por poder miar en pinches donde quiera :v,Negative
Nuevas intenciones e.e jajajaja.,Positive
Que cruda la que me cargo hoy :v,Negative
Hablar con mi mejor amigo y con mi mejor amiga y con mi novia doriloca y no necesitar nada más para andar de hiper buenas.,Neutral
No hay cosa más triste que topar lo pinche bipolar que eres y no hacer nada al respecto :'(,Negative
@Roberto_g07 @chochos Así mejor sigo soltera... ¡Guacala!,Positive
"No hay cosa que más anhelo, que ver en la página de la CCA ... consulta tus resultados.  
Pronto... Pronto. ??",Positive
INSISTE.,Neutral
Confieso que soy adicta a la mantequilla.,Positive
"Extraño pelear contigo... Extraño las mil y un maneras en que te las ingenias para hacerme enojar, pero más extraño como me haces sonreír.",Positive
"""Paro indefinido""",Positive
¿4a marcha y a Tlatelolco? Como que ya se desviaron mucho ¿no?,Neutral
@luizzrivazz Se lo merecen porque por su culpa las demás escuelas nos hacen bullying y dicen que solo tendemos camas.,Negative
"Ojalá que no nos odien a las de turismo por la hojita esa de $3 que hizo una tipa de la EST. 
-Me súper vale.",Negative
Y dejen de mandar sus mensajes pendejos. De nada.,Negative
Extraño tus pasiones desatadas. ??,Positive
Mira lo que provocaste ?? @Osochf. http://t.co/oNly5zzNCf,Positive
"ESTOY DE ACUERDO QUE EN LA CENTRAL DE ABASTOS HAY MUCHOS RATAS,ASALTOS Y MUCHA PROSTITUCIÓN",Negative
@Alerta_Ecatepec,Positive
"Así se mata un árbol en el DF, si tienes conciencia ecológica da RT. La indiferencia cobrara factura. http://t.co/sWWyWYbznS",Negative
"En preguntados siempre mi peor puntuación será en deportes, siempre!",Negative
